,생산량,면적,평균 기온,최저 기온,최고 기온,1시간 최다강수량,일 강수량 평균,강수량 합계,최대 순간풍속,최대 풍속,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,가조시간,평균 일조 시간,1시간 최다 일사량 평균,평균 일 합계 일사,일 최심신적설,일 최심적설,지면온도,최저 초상온도,5cm 지중온도,10cm 지중온도,20cm 지중온도,30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도,평균 일교차,일교차 15이상인 날,태풍 수,영향을 준 태풍 수,한파일 수,폭염일 수
무_겨울,1.0,0.38494858771022133,-0.31983097716601977,-0.4649863343560607,-0.1967691371833412,-0.46291600585407633,-0.6408187040583708,-0.8094803997260058,0.06985534363902197,0.05933539034958711,0.2588347630311945,0.26000065094573144,-0.814794715768991,-0.8171276210970319,-0.6576230529724185,-0.5813018276703855,-0.5276820090133221,-0.6756583472699282,0.7260248926525408,0.6178520275366411,0.6157185842931262,-0.06878039150849755,-0.11442413435279998,-0.7632867600150913,-0.5750500126884189,-0.07754409352453827,-0.5154208405354492,-0.4412827523793154,-0.15555971007397082,0.23443949396152491,0.4042485846156773,0.4846872711138984,0.43990622839308263,0.17734027777851746,0.8146560933867572,,0.45823185094920016,0.25866039345984004,,
무_고랭지,1.0,0.9930429060432147,-0.44977134368058047,-0.43340305844988586,-0.4445119078884849,-0.22522029863918797,-0.09153358184383682,0.07201728159547517,-0.1194260137684811,0.004952604441687716,0.15539943712088347,0.1549791881897111,-0.5063404082917483,-0.13050041594436573,-0.1483485746981597,-0.4744341845802108,-0.6799082441401282,0.7860446313228594,-0.04045763952951601,0.09986648120189794,0.08803407489052104,0.15641231724644464,0.17232078496121053,-0.45932329107621794,-0.44342000629283584,-0.44550796689047456,-0.46985899253324104,-0.46222938879861936,-0.49186732391772653,-0.38099523937934715,-0.38954317017121054,0.49466552633891725,0.7423829755293594,0.6363385292019281,-0.13248033135088477,-0.22137539823462707,0.01691552027876814,0.018480254690370346,0.570118083317067,-0.3219581856435167
무_봄,1.0,0.9735286922804239,0.06806640318917472,0.30448033986231826,-0.3688794927035201,0.17538459554455182,0.15616290251406525,0.14363925029477925,0.4553155797317018,0.45629499336974083,0.5088072396752075,0.5088487148380567,0.1864736551483553,0.31346705767048233,0.1465446244845189,0.20004864839811573,0.05861497776271731,-0.252373456459158,-0.2520839827325647,0.10966274339555229,0.036180648131263864,0.012102404349586772,0.05815276273518324,0.04038507908030464,0.36853928066062447,0.1259093442872693,0.25422559050690213,0.20841104752891018,0.2111497230243299,0.20379769126270394,0.2596839787134801,0.3860331380882508,0.4528095868219652,0.436961301354488,-0.44244042842123127,-0.3286170660411695,-0.009828737848569098,-0.010542191975186632,-0.04498472373614499,-0.09647312859586475
배_-,1.0,0.9214218010400304,-0.09027215765381237,-0.0844997952432219,-0.02623712728318543,0.07374813420431194,-0.028818799303282315,-0.15495873135818378,0.015079196521251415,0.06517410329645226,-0.01842235492421225,-0.018449325351646263,0.07461965740432505,0.09080944217097059,0.24566181195846032,0.051745614609735306,0.49595364218646915,0.01862617957252663,0.08480209527625691,-0.11644406878761439,-0.043949082738668765,-0.03633944349028114,-0.14349104201527324,-0.10264003492970097,-0.057842698059475894,-0.23764262282246484,-0.2556530068231485,-0.25745751061019345,-0.26129020763563654,-0.19706614920656035,-0.19267436614951577,-0.06217216542983835,-0.1646865482425819,-0.14460819424416038,0.0840107343483772,-0.03561231585313115,-0.09470947340201792,-0.18215796123674433,-0.13320333630338707,-0.0885465496685241
배추_가을,1.0,0.9741384804927976,-0.15069117397676726,-0.1855169491956543,-0.06820584255341663,-0.08101951670434239,-0.25409808798057115,-0.30218613644045983,-0.13271006825283216,-0.08183298392467132,-0.17513602625968464,-0.17517821979018414,-0.032426489250429257,0.0005629326607730648,0.3359243838066817,-0.07653984365291427,0.2441256226930655,-0.07506271482918336,0.2313181248940718,0.01271960232667066,0.08270051419418406,0.08511064933640883,0.0012350267814689418,-0.0645489609253724,-0.20224282511453104,-0.12856908433751985,-0.14975167613955595,-0.16544257413938043,-0.20059454278142194,-0.2160624513033603,-0.2623842753806258,-0.15967690389678593,-0.16642452438766112,-0.10693320807304114,0.24328415409073692,0.09592855905566058,-0.0636141009654812,-0.07671952138546041,-0.020765951751293112,0.02518606254912901
배추_겨울,1.0,0.9968315377152833,-0.9667862604542705,-0.9697240622694564,-0.9438257735937842,-0.11129627554835846,-0.7487010650580694,-0.741953193464137,-0.8303210037278647,-0.7321421324538759,-0.8990896710687885,-0.8991769053514695,-0.9286977767675746,-0.6861134249971276,0.5556996239027918,-0.8696277754390735,-0.4942031543727907,-0.972449716634886,0.6672943857194812,0.5088064816737944,0.5248018127605416,0.536040437650272,0.4988659591084572,-0.9463829484677707,-0.9510768003311328,-0.9300482160561212,-0.9053059561626104,-0.893236501123424,-0.9332610096407997,-0.9246945696131065,-0.7347063953376081,0.0011345281693815915,-0.12800498914106334,-0.6536087829839765,0.9677861914238408,0.7722583827538633,0.09903543978475841,0.023829863672007245,,
배추_고랭지,1.0,0.9869550624542822,-0.42792682558951034,-0.40663415506611306,-0.4252283369373395,-0.18992523421759075,-0.012346080374924538,0.15890409546519774,-0.07332107467405094,0.0714111327769442,0.21475851419177439,0.2144924229070671,-0.4418327515503147,-0.01667300411935335,-0.04708616623875925,-0.42921558057750314,-0.6529491386902616,0.766019778500623,-0.10091797830198142,0.05344819051325949,0.04024556554753189,,,-0.4266608416296473,-0.3770635563475438,-0.3471147616155212,-0.40032551598440896,-0.4008872931353034,-0.44448927755076423,-0.3605332564205909,-0.3601469137184954,0.4516673318532058,0.6983499177354205,0.5474756791880558,-0.17664564747967423,-0.2811082670934918,0.05468984805798126,0.055081472162450615,0.571649866153467,-0.30849394107355627
배추_봄,1.0,0.9826289296596582,-0.4150428661558335,-0.06132633919695873,-0.40670793571652647,0.09655787411203091,0.13341717027608008,0.13087191986356367,0.43840812930065187,0.4763019780425424,0.3898665045356518,0.3899931831234561,0.012586258279587958,0.21888974850894635,0.18255984369373363,0.006316821176478394,-0.04553012086705807,-0.06052232793509503,-0.14251467645429902,-0.018439546430877828,-0.035361974371667396,0.10568161049572858,0.11989856331572785,-0.31583119214322347,-0.005103395426852043,-0.25346039768425777,-0.272684390360048,-0.25642399827680623,-0.24879292839929704,-0.20024080107642495,-0.1214380534189117,-0.04441783419307452,0.01600020687332088,0.021896025187046007,-0.20634825697604717,-0.3746852159711155,0.08457419162246725,0.06737235408769245,-0.0645609932762168,-0.04728999070132857
복숭아_-,1.0,0.9768103575139475,-0.1469614595611207,-0.21772660097120874,-0.0423869670465472,-0.3200316033116244,-0.2614604986924393,-0.01706274368552249,0.1556325040704842,0.01157974753934808,0.03207613280285873,0.0320590231421111,-0.3447322709728636,-0.2993223132472714,-0.40881342341876187,-0.3712854435622545,-0.37722616532818454,0.24688074460196796,0.22064683847973174,-0.10463200815165775,-0.06064321050716403,0.2312882744409013,0.13303492818121718,-0.049048577456425116,-0.2172198156766576,0.11750941956987832,0.10409835570999229,0.057741093060690044,0.049610268804335354,-0.055939467094021034,-0.09121898034021406,-0.12476955997857243,-0.2292331437944177,-0.3739650865116608,0.22039259401486025,0.14561495788162854,-0.005069923186772541,-0.013141231195225022,-0.06872243547343054,0.08965433620057427
사과_-,1.0,0.9888051690199615,0.014534504505614538,-0.037742150372402035,0.036935385222722654,-0.449867145935383,-0.3563677861464788,-0.031538920655539475,0.1605999720825994,0.01630326931178612,0.07778106007903898,0.07781229713722106,-0.18382060311775117,-0.16813920901217186,-0.2889773863828168,-0.19441021571372902,-0.21872266253882144,0.0679332956044551,0.0903122621838238,-0.14242503516117697,-0.11110541785765501,0.14115655671891028,0.09494945723602419,0.16794373121496475,-0.09264493581395562,0.24872363118807392,0.23604857380319832,0.19358613222177615,0.17864972283299582,0.014272451349742943,-0.033509291740175244,-0.14067530331946237,-0.2879683246411432,-0.4167288301433326,0.08110373349190503,-0.010875625272441338,0.022529433242338404,0.00423576407359717,-0.2002667032705466,0.049669600262836
생강_-,1.0,0.9729726664151713,-0.03291989744211122,-0.11943824196288197,0.11101419477027669,-0.2173791113417431,-0.29867651273741547,-0.2515348956096423,-0.16041087288308506,-0.14983166357304684,-0.13316475617023485,-0.13314797995659056,-0.0064458144761913964,-0.0872727082852567,0.06282675598983156,-0.010443293516516204,0.07274352227130865,0.07816924721103119,0.14621453842792181,-0.22737951974051987,-0.17479099483526067,,-0.055769924711590806,0.1300095061961165,-0.11062116983014407,0.018899231165406066,-0.05941919507176011,-0.0826710827842752,-0.03495939677832158,-0.19434943159285584,-0.23311662915426393,-0.2582663897474177,-0.27868186376097615,-0.2867621839743114,0.18229176032513675,0.11933506835563985,-0.004246322736600231,-0.03807850261446905,-0.170716067275423,0.09868481666542255
시금치_-,1.0,0.8988118485604243,0.24906729241805275,0.19113389214861096,0.29385055098773144,0.0622974707496345,0.18043685186571085,0.1282799279461082,0.016833598769020564,0.03648231368775589,-0.01589493730878899,-0.01591285856509504,0.15441740375431184,0.01908310354669652,-0.0009852084910788746,0.1484888828298566,0.3618153166535676,-0.3269897110564065,0.021335885326590597,0.12314480019899812,0.15906285742652584,-0.15527902816050818,-0.11996326347394182,0.28035728501471124,0.12990658524380105,0.08070433237102402,0.0989144506126858,0.11575891451225855,0.10596324568882268,0.10484372602499818,0.1479947348205872,0.0802768564397737,0.048840577581167846,0.08011798332721377,-0.04343839379596802,-0.16782093476745216,0.012628560694796268,-0.04022923803624378,-0.3013830393221775,0.14733590060559515
양배추_-,1.0,0.9838877648724653,0.5641551280016034,0.7581922704605507,-0.2964596477651308,0.10245385617716403,0.1466538878122353,0.16113781028012922,0.8057342420188589,0.8386179512920625,0.8848690737844408,0.8848131333245236,0.6582732177193109,0.8072843300948428,0.5119613915270231,0.6496701429396726,0.2983367700525389,-0.620003699229908,-0.13129721654945434,0.2927865377251459,0.21597977274305352,-0.016861017035776568,0.037280356995859236,0.43394111214371,0.7621427205073399,0.5230908439528882,0.5397662570547751,0.540083220006826,0.5278735985362867,0.5192641642390092,0.5192085358660828,0.7141533841292543,0.815100408125214,0.8501944328616605,-0.8879261206098498,-0.8049459649049148,0.012711576293343197,-0.002028240334382657,-0.2291280385084164,-0.33680350252005936
양파_-,1.0,0.9904352994010323,0.356814315246344,0.3509459213289203,0.3316342504530543,0.19518084998253848,0.22758190632519948,0.19991071404878294,0.3915824114753004,0.4310611866842931,0.34236898062944393,0.34234124485998757,0.3538896928918843,0.2756566090075323,0.2155423239649915,0.3545218500582079,0.39280939654138464,0.46570807497503175,-0.025692558025589275,0.168771453558817,0.16739790704330365,-0.24520471181629133,-0.20328981807623742,0.38213227103940084,0.29006135499137004,0.2651942179213409,0.26340150336043017,0.28180844238657043,0.26250300021947526,0.272824292582223,0.25250558617241325,0.26544357937662244,0.2723343735521086,0.29853531006094514,-0.26851532010544465,-0.4334841424678488,-0.024583842328078555,-0.02962090751339715,-0.35865478126769806,-0.014009689938868398
쪽파_-,1.0,0.985703946066075,0.3134311370591744,0.280505929418258,0.23584092012230873,-0.038520556937535595,-0.08424639622721591,-0.11773901787157771,0.3854499075277109,0.4516926328350208,0.36708863664660935,0.36717696017556095,0.24734321041915608,0.1230367193463025,-0.10163795566794191,0.23897636229531563,0.5763972907728214,0.1581010689527708,0.26900946085480315,0.21296856866649386,0.26805094404846436,,,0.31492581061621255,0.2743985025133127,0.12821518138830454,0.11212857728140029,0.09444557072082099,0.08516931895379105,0.1157503209441219,0.0550662356043244,0.38092814800836516,0.36816545138224405,0.391063289919682,-0.20913055390503338,-0.19284953553933196,-0.06921158356465727,-0.12192097725407984,-0.2648101137827174,
참깨_-,1.0,0.9067635104687198,-0.123158776526247,-0.047242961177591046,-0.12983875765205619,-0.19555925111006742,-0.17186902042375615,-0.16663110111574775,0.28456849203894735,0.3006903490069323,0.21848967839375086,0.21853950175887027,0.04079221779629551,0.13312729933582393,0.12804766182353575,0.027447811805656447,0.15988910740154022,-0.19840140796263842,0.17716699283540255,-0.05564203485584121,-0.012255828603063327,,,0.048970336225771904,-0.05468721537723654,-0.010665248778209433,-0.06738287810207258,-0.07668032091333228,-0.04577596906633494,-0.08790071582229146,-0.06556692412020088,-0.05368588713247389,-0.07939023373319554,-0.0026425115521702086,-0.0484889744738121,-0.21787514916060202,0.06115032015980602,-0.12683468417394062,-0.31908086824983406,-0.06262232962144772
포도_-,1.0,0.9909171910409905,-0.2369199577075681,-0.26667985713642667,-0.13953931717144058,-0.2837115768137311,-0.22284641743455355,0.003695075190256924,0.06890270613330877,-0.072426470096494,-0.054143971254770384,-0.054129698498914046,-0.3378915642696413,-0.23172436876778912,-0.35169361421914935,-0.3724600026785166,-0.21427206978932994,0.27392165306465494,0.12735339946861993,-0.20985287935864042,-0.17258639014511942,0.3043515394724732,0.15238360915307295,-0.12858746594446388,-0.25325182907105753,0.013094796770280949,0.003525454616701344,-0.04580022923142335,-0.05126041487734366,-0.14566554263851256,-0.1983495772187602,-0.26057646178989674,-0.4115875871536935,-0.5002124700609119,0.2070205748237505,0.14107283167129492,-0.055415146781165096,-0.09578829151631106,-0.05282850704441079,-0.07229460425839618
