,지역 아이디,지역 이름,일 평균상대습도,일 평균기온,일 평균풍속,일 최고기온,일 최저상대습도,일 최저기온,일 강수량,일 누적일조시간,작물 명,작물별 특성아이디,작물별 특성 이름,특보 코드,특보 발효 여부,연월일
145,4686000000,함평,0,9,2,15,0,3,0,0,양파,PA250201,중만생종,,0,2001-03-14 00:00:00
146,4686000000,함평,0,5,2,10,0,2,0,0,양파,PA250201,중만생종,,0,2001-03-15 00:00:00
147,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-15 00:00:00
148,4686000000,함평,0,5,1,13,0,-2,0,0,양파,PA250201,중만생종,,0,2001-03-16 00:00:00
149,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-16 00:00:00
150,4686000000,함평,0,6,1,8,0,2,0,0,양파,PA250201,중만생종,,0,2001-03-17 00:00:00
151,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-17 00:00:00
152,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-18 00:00:00
153,4686000000,함평,0,7,1,14,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-18 00:00:00
154,4686000000,함평,0,9,1,16,0,2,0,0,양파,PA250201,중만생종,,0,2001-03-19 00:00:00
155,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-19 00:00:00
156,4686000000,함평,0,11,1,18,0,6,0,0,양파,PA250201,중만생종,,0,2001-03-20 00:00:00
157,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-20 00:00:00
158,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-21 00:00:00
159,4686000000,함평,0,11,1,21,0,2,0,0,양파,PA250201,중만생종,,0,2001-03-21 00:00:00
160,4686000000,함평,0,9,1,14,0,3,0,0,양파,PA250201,중만생종,,0,2001-03-22 00:00:00
161,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-22 00:00:00
162,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-23 00:00:00
163,4686000000,함평,0,10,1,20,0,3,0,0,양파,PA250201,중만생종,,0,2001-03-23 00:00:00
164,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-24 00:00:00
165,4686000000,함평,0,12,1,21,0,3,0,0,양파,PA250201,중만생종,,0,2001-03-24 00:00:00
166,4686000000,함평,0,10,2,18,0,4,0,0,양파,PA250201,중만생종,,0,2001-03-25 00:00:00
167,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-25 00:00:00
168,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-26 00:00:00
169,4686000000,함평,0,5,1,11,0,1,0,0,양파,PA250201,중만생종,,0,2001-03-26 00:00:00
170,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-27 00:00:00
171,4686000000,함평,0,7,1,15,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-27 00:00:00
172,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-28 00:00:00
173,4686000000,함평,0,4,1,7,0,2,2,0,양파,PA250201,중만생종,,0,2001-03-28 00:00:00
174,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-29 00:00:00
175,4686000000,함평,0,4,1,8,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-29 00:00:00
176,4686000000,함평,0,3,1,6,0,0,1,0,양파,PA250201,중만생종,,0,2001-03-30 00:00:00
177,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-30 00:00:00
178,4686000000,함평,0,4,1,10,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-31 00:00:00
179,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-03-31 00:00:00
180,4686000000,함평,0,5,1,12,0,-1,0,0,양파,PA250201,중만생종,,0,2001-04-01 00:00:00
181,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-01 00:00:00
182,4686000000,함평,0,9,2,15,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-02 00:00:00
183,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-02 00:00:00
184,4686000000,함평,0,9,1,14,0,3,0,0,양파,PA250201,중만생종,,0,2001-04-03 00:00:00
185,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-03 00:00:00
186,4686000000,함평,0,7,1,15,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-04 00:00:00
187,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-04 00:00:00
188,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-05 00:00:00
189,4686000000,함평,0,8,1,17,0,1,0,0,양파,PA250201,중만생종,,0,2001-04-05 00:00:00
190,4686000000,함평,0,11,1,19,0,3,0,0,양파,PA250201,중만생종,,0,2001-04-06 00:00:00
191,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-06 00:00:00
192,4686000000,함평,0,13,1,22,0,7,0,0,양파,PA250201,중만생종,,0,2001-04-07 00:00:00
193,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-07 00:00:00
194,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-08 00:00:00
195,4686000000,함평,0,15,1,23,0,8,1,0,양파,PA250201,중만생종,,0,2001-04-08 00:00:00
196,4686000000,함평,0,17,1,26,0,11,0,0,양파,PA250201,중만생종,,0,2001-04-09 00:00:00
197,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-09 00:00:00
198,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-10 00:00:00
199,4686000000,함평,0,14,2,21,0,9,0,0,양파,PA250201,중만생종,,0,2001-04-10 00:00:00
200,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-11 00:00:00
201,4686000000,함평,0,7,1,10,0,3,1,0,양파,PA250201,중만생종,,0,2001-04-11 00:00:00
202,4686000000,함평,0,9,2,14,0,1,0,0,양파,PA250201,중만생종,,0,2001-04-12 00:00:00
203,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-12 00:00:00
204,4686000000,함평,0,11,1,19,0,2,0,0,양파,PA250201,중만생종,,0,2001-04-13 00:00:00
205,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-13 00:00:00
206,4686000000,함평,0,9,1,14,0,5,0,0,양파,PA250201,중만생종,,0,2001-04-14 00:00:00
207,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-14 00:00:00
208,4686000000,함평,0,11,1,18,0,4,0,0,양파,PA250201,중만생종,,0,2001-04-15 00:00:00
209,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-15 00:00:00
210,4686000000,함평,0,13,1,21,0,6,0,0,양파,PA250201,중만생종,,0,2001-04-16 00:00:00
211,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-16 00:00:00
212,4686000000,함평,0,14,1,24,0,6,0,0,양파,PA250201,중만생종,,0,2001-04-17 00:00:00
213,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-17 00:00:00
214,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-18 00:00:00
215,4686000000,함평,0,14,1,22,0,7,0,0,양파,PA250201,중만생종,,0,2001-04-18 00:00:00
216,4686000000,함평,0,12,1,18,0,6,0,0,양파,PA250201,중만생종,,0,2001-04-19 00:00:00
217,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-19 00:00:00
218,4686000000,함평,0,13,1,18,0,10,0,0,양파,PA250201,중만생종,,0,2001-04-20 00:00:00
219,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-20 00:00:00
220,4686000000,함평,0,13,2,20,0,9,0,0,양파,PA250201,중만생종,,0,2001-04-21 00:00:00
221,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-21 00:00:00
222,4686000000,함평,0,12,1,19,0,4,0,0,양파,PA250201,중만생종,,0,2001-04-22 00:00:00
223,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-22 00:00:00
224,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-23 00:00:00
225,4686000000,함평,0,13,1,20,0,4,0,0,양파,PA250201,중만생종,,0,2001-04-23 00:00:00
226,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-24 00:00:00
227,4686000000,함평,0,13,1,19,0,9,0,0,양파,PA250201,중만생종,,0,2001-04-24 00:00:00
228,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-25 00:00:00
229,4686000000,함평,0,11,1,18,0,5,0,0,양파,PA250201,중만생종,,0,2001-04-25 00:00:00
230,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-26 00:00:00
231,4686000000,함평,0,11,1,20,0,2,0,0,양파,PA250201,중만생종,,0,2001-04-26 00:00:00
232,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-27 00:00:00
233,4686000000,함평,0,13,1,23,0,3,0,0,양파,PA250201,중만생종,,0,2001-04-27 00:00:00
234,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-28 00:00:00
235,4686000000,함평,0,16,2,21,0,10,6,0,양파,PA250201,중만생종,,0,2001-04-28 00:00:00
236,4686000000,함평,0,15,4,17,0,14,30,0,양파,PA250201,중만생종,,0,2001-04-29 00:00:00
237,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-29 00:00:00
238,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-04-30 00:00:00
239,4686000000,함평,0,16,1,21,0,13,5,0,양파,PA250201,중만생종,,0,2001-04-30 00:00:00
240,4686000000,함평,0,15,1,21,0,11,2,0,양파,PA250201,중만생종,,0,2001-05-01 00:00:00
241,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-05-01 00:00:00
242,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-05-02 00:00:00
243,4686000000,함평,0,14,1,25,0,0,1,0,양파,PA250201,중만생종,,0,2001-05-02 00:00:00
244,4686000000,함평,0,15,1,21,0,9,0,0,양파,PA250201,중만생종,,0,2001-05-03 00:00:00
245,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-05-03 00:00:00
246,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-05-04 00:00:00
247,4686000000,함평,0,15,1,22,0,11,0,0,양파,PA250201,중만생종,,0,2001-05-04 00:00:00
248,4887000000,함양,0,0,0,0,0,0,0,0,양파,PA250201,중만생종,,0,2001-05-05 00:00:00
